hours_studied,attendance,pass
5.618101782710437,5.16817211686077,0
14.260714596148743,53.1354631568148,1
10.979909127171076,54.06351216101065,1
8.979877262955549,63.742990149820656,0
2.340279606636548,72.60913337226616,0
2.3399178050430396,97.58520794625346,0
0.8712541825229919,51.630034830119534,0
12.992642186624028,32.2956472941246,1
9.016725176148132,79.51861947687037,1
10.621088666940683,27.083225126207424,1
0.3087674144370367,43.89714207056361,0
14.548647782429915,7.845638134226595,1
12.486639612006327,2.535074341545751,1
3.185086660174142,96.26484146779251,0
2.727374508106509,83.59801205122058,0
2.7510676478015075,69.59742060936979,1
4.563633644393066,40.89529444142699,0
7.871346474483568,17.329432007084577,0
6.479175279631736,15.643704267108605,0
4.368437102970629,25.024289816459532,0
9.177793420835693,54.92266647061205,0
2.0924079097806274,71.45959227000624,0
4.3821697280282725,66.01973767177313,0
5.495427649405375,27.993389694594285,0
6.841049763255539,95.48652806631941,1
11.777639420895204,73.78969166957685,1
2.995106732375396,55.43540525114007,0
7.713516576204174,61.17207462343522,0
8.886218532930638,41.96000624277899,0
0.6967561907999659,24.773098950115745,0
9.113172778521575,35.597267865126156,0
2.557861855309373,75.78461104643691,0
0.9757738947791927,1.4393488629755868,0
14.233283058799998,11.607264050691624,1
14.48448049611839,4.600264202175275,1
12.125960221746917,4.072880231897013,1
4.56920653760056,85.54605840110072,0
1.465081710095758,70.36578593800236,0
10.263495397682354,47.41738290873252,1
6.602287406094019,9.783416065100148,0
1.8305735226716824,49.16158751168324,1
7.427653651669052,47.34717707805657,0
0.5158278167282759,17.320186991001517,0
13.639806031181731,43.385164923797305,1
3.8816997240002538,39.85047343973734,1
9.93783426530973,61.585009805221645,0
4.675666141341164,63.50936508676438,0
7.801020317667162,4.530400977204452,0
8.200654190149194,37.46126146264712,0
2.7728168328829055,62.58599157142364,0
14.543769416468379,50.31362585800877,1
11.626992350416717,85.64898411883223,1
14.092484123462837,65.8693631618945,1
13.422410256414732,16.29344270814297,1
8.968499682166277,7.056874740042984,0
13.828113525346753,64.24192782063156,1
1.3273875307787923,2.6511310541621813,1
2.939742936287178,58.57755812734633,0
0.678409333658071,94.02302414249576,0
4.8799549614489655,57.5474177875879,0
5.8301593453422305,38.816992620652194,0
4.070235476608438,64.32882184423532,0
12.43106263727894,45.825289049151664,1
5.3512999004038395,54.56167893159349,0
4.214017645310712,94.14648087765252,0
8.140441247373728,38.610263780077425,0
2.11386337462144,96.11905638239142,0
12.032954711310595,90.53506419560637,1
1.1182596551965625,19.579113478929642,0
